Site_Code	Loc_Code	Plot_Name	QAQC	Elevation_MLLW_m	Start_Date	year	Label	Distance_m
ACAD	LITMOO	T1	0	3.33	6/25/2016 0:00	2016	T1 bolt 02	1.93
ACAD	LITMOO	T1	0	3.27	6/25/2016 0:00	2016	T1 bolt 03	3.82
ACAD	LITMOO	T1	0	3.16	6/25/2016 0:00	2016	T1 bolt 04	5.87
ACAD	LITMOO	T1	0	2.98	6/25/2016 0:00	2016	T1 bolt 05	8
ACAD	LITMOO	T1	0	2.94	6/25/2016 0:00	2016	T1 bolt 06	10.02
ACAD	LITMOO	T1	0	2.69	6/25/2016 0:00	2016	T1 bolt 07	11.87
ACAD	LITMOO	T1	0	2.64	6/25/2016 0:00	2016	T1 bolt 08	13.88
ACAD	LITMOO	T1	0	2.47	6/25/2016 0:00	2016	T1 bolt 09	15.87
ACAD	LITMOO	T1	0	2.03	6/25/2016 0:00	2016	T1 bolt 10	17.9
ACAD	LITMOO	T1	0	2.03	6/25/2016 0:00	2016	T1 bolt 11	19.81
ACAD	LITMOO	T1	0	1.19	6/25/2016 0:00	2016	T1 bolt 12	20.87
ACAD	LITMOO	T1	0	1.39	6/25/2016 0:00	2016	T1 bolt 13	21.57
ACAD	LITMOO	T1	0	0.77	6/25/2016 0:00	2016	T1 bolt 14	23.73
ACAD	LITMOO	T1	0	0.63	6/25/2016 0:00	2016	T1 bolt 15	25.67
ACAD	LITMOO	T1	0	0.44	6/25/2016 0:00	2016	T1 bolt 16	27.05
ACAD	LITMOO	T1	0	0.04	6/25/2016 0:00	2016	T1 bolt 17	27.52
ACAD	LITMOO	T1	0	0.19	6/25/2016 0:00	2016	T1 bolt 18	29.65
ACAD	LITMOO	T1	0	0.08	6/25/2016 0:00	2016	T1 bolt 19	32.55
ACAD	LITMOO	T1	0	0.09	6/25/2016 0:00	2016	T1 bolt 20	33.76
ACAD	LITMOO	T1	0	0.04	6/25/2016 0:00	2016	T1 bolt 21	36.32
ACAD	LITMOO	T2	0	3.19	6/25/2016 0:00	2016	T2 bolt 01	0
ACAD	LITMOO	T2	0	3.1	6/25/2016 0:00	2016	T2 bolt 02	2.2
ACAD	LITMOO	T2	0	3.06	6/25/2016 0:00	2016	T2 bolt 03	3.97
ACAD	LITMOO	T2	0	3.06	6/25/2016 0:00	2016	T2 bolt 04	6.09
ACAD	LITMOO	T2	0	2.82	6/25/2016 0:00	2016	T2 bolt 05	7.97
ACAD	LITMOO	T2	0	2.54	6/25/2016 0:00	2016	T2 bolt 06	9.6
ACAD	LITMOO	T2	0	2.69	6/25/2016 0:00	2016	T2 bolt 07	11.8
ACAD	LITMOO	T2	0	2.74	6/25/2016 0:00	2016	T2 bolt 08	13.97
ACAD	LITMOO	T2	0	2.53	6/25/2016 0:00	2016	T2 bolt 09	15.78
ACAD	LITMOO	T2	0	1.99	6/25/2016 0:00	2016	T2 bolt 10	17.9
ACAD	LITMOO	T2	0	1.89	6/25/2016 0:00	2016	T2 bolt 11	19.92
ACAD	LITMOO	T2	0	1.71	6/25/2016 0:00	2016	T2 bolt 12	20.83
ACAD	LITMOO	T2	0	1.7	6/25/2016 0:00	2016	T2 bolt 13	23.17
ACAD	LITMOO	T2	0	0.79	6/25/2016 0:00	2016	T2 bolt 14	24.2
ACAD	LITMOO	T2	0	0.72	6/25/2016 0:00	2016	T2 bolt 15	26.17
ACAD	LITMOO	T2	0	0.68	6/25/2016 0:00	2016	T2 bolt 16	28.2
ACAD	LITMOO	T2	0	0.2	6/25/2016 0:00	2016	T2 bolt 17	28.82
ACAD	LITMOO	T2	0	0.2	6/25/2016 0:00	2016	T2 bolt 18	30.25
ACAD	LITMOO	T2	0	0.14	6/25/2016 0:00	2016	T2 bolt 19	32.22
ACAD	LITMOO	T2	0	0.15	6/25/2016 0:00	2016	T2 bolt 20	33.17
ACAD	LITMOO	T2	0	0.09	6/25/2016 0:00	2016	T2 bolt 21	34.98
ACAD	LITMOO	T2	0	-0.09	6/25/2016 0:00	2016	T2 bolt 22	35.72
ACAD	LITMOO	T3	0	3.46	6/25/2016 0:00	2016	T3 bolt 01	0
ACAD	LITMOO	T3	0	3.01	6/25/2016 0:00	2016	T3 bolt 02	1.84
ACAD	LITMOO	T3	0	3	6/25/2016 0:00	2016	T3 bolt 03	4.3
ACAD	LITMOO	T3	0	2.82	6/25/2016 0:00	2016	T3 bolt 04	6.36
ACAD	LITMOO	T3	0	2.56	6/25/2016 0:00	2016	T3 bolt 05	8.79
ACAD	LITMOO	T3	0	2.68	6/25/2016 0:00	2016	T3 bolt 06	10.83
ACAD	LITMOO	T3	0	2.53	6/25/2016 0:00	2016	T3 bolt 07	12.79
ACAD	LITMOO	T3	0	2.28	6/25/2016 0:00	2016	T3 bolt 08	14.18
ACAD	LITMOO	T3	0	2.11	6/25/2016 0:00	2016	T3 bolt 09	16.23
ACAD	LITMOO	T3	0	2.26	6/25/2016 0:00	2016	T3 bolt 10	17.57
ACAD	LITMOO	T3	0	1.88	6/25/2016 0:00	2016	T3 bolt 11	18.15
ACAD	LITMOO	T3	0	1.91	6/25/2016 0:00	2016	T3 bolt 12	20.09
ACAD	LITMOO	T3	0	1.8	6/25/2016 0:00	2016	T3 bolt 13	20.07
ACAD	LITMOO	T3	0	1.29	6/25/2016 0:00	2016	T3 bolt 14	22.02
ACAD	LITMOO	T3	0	1.22	6/25/2016 0:00	2016	T3 bolt 15	22.85
ACAD	LITMOO	T3	0	1.81	6/25/2016 0:00	2016	T3 bolt 16	23.61
ACAD	LITMOO	T3	0	1.85	6/25/2016 0:00	2016	T3 bolt 17	24.04
ACAD	LITMOO	T3	0	1.57	6/25/2016 0:00	2016	T3 bolt 18	24.62
ACAD	LITMOO	T3	0	0.9	6/25/2016 0:00	2016	T3 bolt 19	25.46
ACAD	LITMOO	T3	0	1	6/25/2016 0:00	2016	T3 bolt 20	27.25
ACAD	LITMOO	T3	0	0.83	6/25/2016 0:00	2016	T3 bolt 21	29.19
ACAD	LITMOO	T3	0	0.71	6/25/2016 0:00	2016	T3 bolt 22	31.27
ACAD	LITMOO	T3	0	0.46	6/25/2016 0:00	2016	T3 bolt 23	31.63
ACAD	LITMOO	T3	0	0.25	6/25/2016 0:00	2016	T3 bolt 24	32.63
ACAD	LITMOO	T3	0	0.16	6/25/2016 0:00	2016	T3 bolt 25	33.93
ACAD	LITMOO	T3	0	0.11	6/25/2016 0:00	2016	T3 bolt 26	35.7
ACAD	LITMOO	T3	0	0.02	6/25/2016 0:00	2016	T3 bolt 27	37.44
ACAD	OTTPOI	T1	0	2.5	6/23/2013 0:00	2013	T1 bolt 01	0
ACAD	OTTPOI	T1	0	2.62	6/23/2013 0:00	2013	T1 bolt 02	1.23
ACAD	OTTPOI	T1	0	1.83	6/23/2013 0:00	2013	T1 bolt 03	3.96
ACAD	OTTPOI	T1	0	1.42	6/23/2013 0:00	2013	T1 bolt 04	5.65
ACAD	OTTPOI	T1	0	1.35	6/23/2013 0:00	2013	T1 bolt 05	7.78
ACAD	OTTPOI	T1	0	0.63	6/23/2013 0:00	2013	T1 bolt 06	9.07
ACAD	OTTPOI	T1	0	0.71	6/23/2013 0:00	2013	T1 bolt 07	11.58
ACAD	OTTPOI	T1	0	0.65	6/23/2013 0:00	2013	T1 bolt 08	13.51
ACAD	OTTPOI	T1	0	0.52	6/23/2013 0:00	2013	T1 bolt 09	15.42
ACAD	OTTPOI	T1	0	0.62	6/23/2013 0:00	2013	T1 bolt 10	17.47
ACAD	OTTPOI	T1	0	0.25	6/23/2013 0:00	2013	T1 bolt 11	19.19
ACAD	OTTPOI	T1	0	-0.35	6/23/2013 0:00	2013	T1 bolt 12	21.2
ACAD	OTTPOI	T1	0	-0.54	6/23/2013 0:00	2013	T1 bolt 13	22.7
ACAD	OTTPOI	T1	0	-0.81	6/23/2013 0:00	2013	T1 bolt 14	23.93
ACAD	OTTPOI	T1	0	-0.54	6/23/2013 0:00	2013	T1 bolt 15	26.72
ACAD	OTTPOI	T1	0	-0.92	6/23/2013 0:00	2013	T1 bolt 16	28.41
ACAD	OTTPOI	T1	0	-0.73	6/23/2013 0:00	2013	T1 bolt 17	33.95
ACAD	OTTPOI	T1	0	2.5	6/19/2014 0:00	2014	T1 bolt 01	0
ACAD	OTTPOI	T1	0	2.62	6/19/2014 0:00	2014	T1 bolt 02	1.27
ACAD	OTTPOI	T1	0	1.83	6/19/2014 0:00	2014	T1 bolt 03	2.76
ACAD	OTTPOI	T1	0	1.42	6/19/2014 0:00	2014	T1 bolt 04	4.14
ACAD	OTTPOI	T1	0	1.35	6/19/2014 0:00	2014	T1 bolt 05	5.81
ACAD	OTTPOI	T1	0	0.63	6/19/2014 0:00	2014	T1 bolt 06	7.93
ACAD	OTTPOI	T1	0	0.71	6/19/2014 0:00	2014	T1 bolt 07	9.2
ACAD	OTTPOI	T1	0	0.65	6/19/2014 0:00	2014	T1 bolt 08	11.73
ACAD	OTTPOI	T1	0	0.52	6/19/2014 0:00	2014	T1 bolt 09	13.66
ACAD	OTTPOI	T1	0	0.62	6/19/2014 0:00	2014	T1 bolt 10	15.51
ACAD	OTTPOI	T1	0	0.25	6/19/2014 0:00	2014	T1 bolt 11	17.52
ACAD	OTTPOI	T1	0	-0.35	6/19/2014 0:00	2014	T1 bolt 12	19.22
ACAD	OTTPOI	T1	0	-0.54	6/19/2014 0:00	2014	T1 bolt 13	21.42
ACAD	OTTPOI	T1	0	-0.81	6/19/2014 0:00	2014	T1 bolt 14	22.82
ACAD	OTTPOI	T1	0	-0.54	6/19/2014 0:00	2014	T1 bolt 15	24.06
ACAD	OTTPOI	T1	0	-0.92	6/19/2014 0:00	2014	T1 bolt 16	26.62
ACAD	OTTPOI	T1	0	-0.73	6/19/2014 0:00	2014	T1 bolt 17	28.27
ACAD	OTTPOI	T1	0		6/19/2014 0:00	2014	T1 bolt 18	31.2
ACAD	OTTPOI	T1	0	-1.43	6/19/2014 0:00	2014	T1 bolt 19	33.52
ACAD	OTTPOI	T1	0	2.5	6/10/2015 0:00	2015	T1 bolt 01	0
ACAD	OTTPOI	T1	0	2.62	6/10/2015 0:00	2015	T1 bolt 02	1.24
ACAD	OTTPOI	T1	0	1.83	6/10/2015 0:00	2015	T1 bolt 03	2.67
ACAD	OTTPOI	T1	0	1.42	6/10/2015 0:00	2015	T1 bolt 04	3.98
ACAD	OTTPOI	T1	0	1.35	6/10/2015 0:00	2015	T1 bolt 05	5.58
ACAD	OTTPOI	T1	0	0.63	6/10/2015 0:00	2015	T1 bolt 06	7.69
ACAD	OTTPOI	T1	0	0.71	6/10/2015 0:00	2015	T1 bolt 07	9
ACAD	OTTPOI	T1	0	0.65	6/10/2015 0:00	2015	T1 bolt 08	11.49
ACAD	OTTPOI	T1	0	0.52	6/10/2015 0:00	2015	T1 bolt 09	13.43
ACAD	OTTPOI	T1	0	0.62	6/10/2015 0:00	2015	T1 bolt 10	15.33
ACAD	OTTPOI	T1	0	0.25	6/10/2015 0:00	2015	T1 bolt 11	17.48
ACAD	OTTPOI	T1	0	-0.35	6/10/2015 0:00	2015	T1 bolt 12	19.06
ACAD	OTTPOI	T1	0	-0.54	6/10/2015 0:00	2015	T1 bolt 13	20.93
ACAD	OTTPOI	T1	0	-0.81	6/10/2015 0:00	2015	T1 bolt 14	22.34
ACAD	OTTPOI	T1	0	-0.54	6/10/2015 0:00	2015	T1 bolt 15	23.52
ACAD	OTTPOI	T1	0	-0.92	6/10/2015 0:00	2015	T1 bolt 16	26.07
ACAD	OTTPOI	T1	0	-0.73	6/10/2015 0:00	2015	T1 bolt 17	27.75
ACAD	OTTPOI	T1	0		6/10/2015 0:00	2015	T1 bolt 18	30.56
ACAD	OTTPOI	T1	0	-1.43	6/10/2015 0:00	2015	T1 bolt 19	32.87
ACAD	OTTPOI	T1	0	2.5	6/26/2016 0:00	2016	T1 bolt 01	0
ACAD	OTTPOI	T1	0	2.62	6/26/2016 0:00	2016	T1 bolt 02	1.24
ACAD	OTTPOI	T1	0	1.83	6/26/2016 0:00	2016	T1 bolt 03	2.76
ACAD	OTTPOI	T1	0	1.42	6/26/2016 0:00	2016	T1 bolt 04	4.21
ACAD	OTTPOI	T1	0	1.35	6/26/2016 0:00	2016	T1 bolt 05	5.95
ACAD	OTTPOI	T1	0	0.63	6/26/2016 0:00	2016	T1 bolt 06	8.07
ACAD	OTTPOI	T1	0	0.71	6/26/2016 0:00	2016	T1 bolt 07	9.41
ACAD	OTTPOI	T1	0	0.65	6/26/2016 0:00	2016	T1 bolt 08	12
ACAD	OTTPOI	T1	0	0.52	6/26/2016 0:00	2016	T1 bolt 09	13.93
ACAD	OTTPOI	T1	0	0.62	6/26/2016 0:00	2016	T1 bolt 10	15.8
ACAD	OTTPOI	T1	0	0.25	6/26/2016 0:00	2016	T1 bolt 11	17.89
ACAD	OTTPOI	T1	0	-0.35	6/26/2016 0:00	2016	T1 bolt 12	19.52
ACAD	OTTPOI	T1	0	-0.54	6/26/2016 0:00	2016	T1 bolt 13	21.5
ACAD	OTTPOI	T1	0	-0.81	6/26/2016 0:00	2016	T1 bolt 14	22.91
ACAD	OTTPOI	T1	0	-0.54	6/26/2016 0:00	2016	T1 bolt 15	24.14
ACAD	OTTPOI	T1	0	-0.92	6/26/2016 0:00	2016	T1 bolt 16	26.69
ACAD	OTTPOI	T1	0	-0.73	6/26/2016 0:00	2016	T1 bolt 17	28.36
ACAD	OTTPOI	T1	0		6/26/2016 0:00	2016	T1 bolt 18	31.32
ACAD	OTTPOI	T1	0	-1.43	6/26/2016 0:00	2016	T1 bolt 19	33.61
ACAD	OTTPOI	T1	1	2.5	6/30/2016 0:00	2016	T1 bolt 01	0
ACAD	OTTPOI	T1	1	2.62	6/30/2016 0:00	2016	T1 bolt 02	1.25
ACAD	OTTPOI	T1	1	1.83	6/30/2016 0:00	2016	T1 bolt 03	2.77
ACAD	OTTPOI	T1	1	1.42	6/30/2016 0:00	2016	T1 bolt 04	4.1
ACAD	OTTPOI	T1	1	1.35	6/30/2016 0:00	2016	T1 bolt 05	5.86
ACAD	OTTPOI	T1	1	0.63	6/30/2016 0:00	2016	T1 bolt 06	8
ACAD	OTTPOI	T1	1	0.71	6/30/2016 0:00	2016	T1 bolt 07	9.3
ACAD	OTTPOI	T1	1	0.65	6/30/2016 0:00	2016	T1 bolt 08	11.88
ACAD	OTTPOI	T1	1	0.52	6/30/2016 0:00	2016	T1 bolt 09	13.77
ACAD	OTTPOI	T1	1	0.62	6/30/2016 0:00	2016	T1 bolt 10	15.69
ACAD	OTTPOI	T1	1	0.25	6/30/2016 0:00	2016	T1 bolt 11	17.76
ACAD	OTTPOI	T1	1	-0.35	6/30/2016 0:00	2016	T1 bolt 12	19.44
ACAD	OTTPOI	T1	1	-0.54	6/30/2016 0:00	2016	T1 bolt 13	21.35
ACAD	OTTPOI	T1	1	-0.81	6/30/2016 0:00	2016	T1 bolt 14	22.78
ACAD	OTTPOI	T1	1	-0.54	6/30/2016 0:00	2016	T1 bolt 15	23.97
ACAD	OTTPOI	T1	1	-0.92	6/30/2016 0:00	2016	T1 bolt 16	26.52
ACAD	OTTPOI	T1	1	-0.73	6/30/2016 0:00	2016	T1 bolt 17	28.17
ACAD	OTTPOI	T1	1		6/30/2016 0:00	2016	T1 bolt 18	31.23
ACAD	OTTPOI	T1	1	-1.43	6/30/2016 0:00	2016	T1 bolt 19	33.49
ACAD	OTTPOI	T2	0	2.49	6/23/2013 0:00	2013	T2 bolt 01	0
ACAD	OTTPOI	T2	0	2.34	6/23/2013 0:00	2013	T2 bolt 02	2.08
ACAD	OTTPOI	T2	0	1.91	6/23/2013 0:00	2013	T2 bolt 03	4.1
ACAD	OTTPOI	T2	0	1.41	6/23/2013 0:00	2013	T2 bolt 04	6.4
ACAD	OTTPOI	T2	0	0.87	6/23/2013 0:00	2013	T2 bolt 05	7.11
ACAD	OTTPOI	T2	0	0.57	6/23/2013 0:00	2013	T2 bolt 06	8.83
ACAD	OTTPOI	T2	0	0.54	6/23/2013 0:00	2013	T2 bolt 07	10.97
ACAD	OTTPOI	T2	0	0.31	6/23/2013 0:00	2013	T2 bolt 08	12.31
ACAD	OTTPOI	T2	0	0.24	6/23/2013 0:00	2013	T2 bolt 09	13.28
ACAD	OTTPOI	T2	0	0.19	6/23/2013 0:00	2013	T2 bolt 10	16.2
ACAD	OTTPOI	T2	0		6/23/2013 0:00	2013	T2 bolt 11	17.73
ACAD	OTTPOI	T2	0	0.13	6/23/2013 0:00	2013	T2 bolt 12	19.02
ACAD	OTTPOI	T2	0	-0.39	6/23/2013 0:00	2013	T2 bolt 13	20.44
ACAD	OTTPOI	T2	0	-0.3	6/23/2013 0:00	2013	T2 bolt 14	21.91
ACAD	OTTPOI	T2	0	-0.72	6/23/2013 0:00	2013	T2 bolt 15	23.15
ACAD	OTTPOI	T2	0	-0.8	6/23/2013 0:00	2013	T2 bolt 16	25.97
ACAD	OTTPOI	T2	0		6/23/2013 0:00	2013	T2 bolt 17	28.01
ACAD	OTTPOI	T2	0		6/23/2013 0:00	2013	T2 bolt 18	29.5
ACAD	OTTPOI	T2	0	-0.96	6/23/2013 0:00	2013	T2 bolt 19	30.44
ACAD	OTTPOI	T2	0	-1.52	6/23/2013 0:00	2013	T2 bolt 20	32.71
ACAD	OTTPOI	T2	0	-0.98	6/23/2013 0:00	2013	T2 bolt 21	34.3
ACAD	OTTPOI	T2	0	2.49	6/19/2014 0:00	2014	T2 bolt 01	0
ACAD	OTTPOI	T2	0	2.34	6/19/2014 0:00	2014	T2 bolt 02	2.09
ACAD	OTTPOI	T2	0	1.91	6/19/2014 0:00	2014	T2 bolt 03	4.09
ACAD	OTTPOI	T2	0	1.41	6/19/2014 0:00	2014	T2 bolt 04	6.34
ACAD	OTTPOI	T2	0	0.87	6/19/2014 0:00	2014	T2 bolt 05	7.03
ACAD	OTTPOI	T2	0	0.57	6/19/2014 0:00	2014	T2 bolt 06	8.69
ACAD	OTTPOI	T2	0	0.54	6/19/2014 0:00	2014	T2 bolt 07	10.74
ACAD	OTTPOI	T2	0	0.31	6/19/2014 0:00	2014	T2 bolt 08	12.09
ACAD	OTTPOI	T2	0	0.24	6/19/2014 0:00	2014	T2 bolt 09	13.04
ACAD	OTTPOI	T2	0	0.19	6/19/2014 0:00	2014	T2 bolt 10	15.09
ACAD	OTTPOI	T2	0		6/19/2014 0:00	2014	T2 bolt 11	15.92
ACAD	OTTPOI	T2	0	0.13	6/19/2014 0:00	2014	T2 bolt 12	17.44
ACAD	OTTPOI	T2	0	-0.39	6/19/2014 0:00	2014	T2 bolt 13	20
ACAD	OTTPOI	T2	0	-0.3	6/19/2014 0:00	2014	T2 bolt 14	21.44
ACAD	OTTPOI	T2	0	-0.72	6/19/2014 0:00	2014	T2 bolt 15	22.56
ACAD	OTTPOI	T2	0	-0.8	6/19/2014 0:00	2014	T2 bolt 16	25.4
ACAD	OTTPOI	T2	0		6/19/2014 0:00	2014	T2 bolt 17	27.4
ACAD	OTTPOI	T2	0		6/19/2014 0:00	2014	T2 bolt 18	
ACAD	OTTPOI	T2	0	-0.96	6/19/2014 0:00	2014	T2 bolt 19	29.38
ACAD	OTTPOI	T2	0	-1.52	6/19/2014 0:00	2014	T2 bolt 20	31.51
ACAD	OTTPOI	T2	0	-0.98	6/19/2014 0:00	2014	T2 bolt 21	
ACAD	OTTPOI	T2	0	2.49	6/10/2015 0:00	2015	T2 bolt 01	0.17
ACAD	OTTPOI	T2	0	2.34	6/10/2015 0:00	2015	T2 bolt 02	2.26
ACAD	OTTPOI	T2	0	1.91	6/10/2015 0:00	2015	T2 bolt 03	4.3
ACAD	OTTPOI	T2	0	1.41	6/10/2015 0:00	2015	T2 bolt 04	6.57
ACAD	OTTPOI	T2	0	0.87	6/10/2015 0:00	2015	T2 bolt 05	7.24
ACAD	OTTPOI	T2	0	0.57	6/10/2015 0:00	2015	T2 bolt 06	8.9
ACAD	OTTPOI	T2	0	0.54	6/10/2015 0:00	2015	T2 bolt 07	11
ACAD	OTTPOI	T2	0	0.31	6/10/2015 0:00	2015	T2 bolt 08	12.44
ACAD	OTTPOI	T2	0	0.24	6/10/2015 0:00	2015	T2 bolt 09	13.35
ACAD	OTTPOI	T2	0	0.19	6/10/2015 0:00	2015	T2 bolt 10	15.34
ACAD	OTTPOI	T2	0		6/10/2015 0:00	2015	T2 bolt 11	16.15
ACAD	OTTPOI	T2	0	0.13	6/10/2015 0:00	2015	T2 bolt 12	17.73
ACAD	OTTPOI	T2	0	-0.39	6/10/2015 0:00	2015	T2 bolt 13	18.92
ACAD	OTTPOI	T2	0	-0.3	6/10/2015 0:00	2015	T2 bolt 14	20.24
ACAD	OTTPOI	T2	0	-0.72	6/10/2015 0:00	2015	T2 bolt 15	21.65
ACAD	OTTPOI	T2	0	-0.8	6/10/2015 0:00	2015	T2 bolt 16	22.72
ACAD	OTTPOI	T2	0		6/10/2015 0:00	2015	T2 bolt 17	23.95
ACAD	OTTPOI	T2	0		6/10/2015 0:00	2015	T2 bolt 18	25.48
ACAD	OTTPOI	T2	0	-0.96	6/10/2015 0:00	2015	T2 bolt 19	27.5
ACAD	OTTPOI	T2	0	-1.52	6/10/2015 0:00	2015	T2 bolt 20	28.53
ACAD	OTTPOI	T2	0	-0.98	6/10/2015 0:00	2015	T2 bolt 21	30.04
ACAD	OTTPOI	T2	0	-1.31	6/10/2015 0:00	2015	T2 bolt 22	31.57
ACAD	OTTPOI	T2	0	-1.1	6/10/2015 0:00	2015	T2 bolt 23	33.1
ACAD	OTTPOI	T2	0	2.49	6/26/2016 0:00	2016	T2 bolt 01	0
ACAD	OTTPOI	T2	0	2.34	6/26/2016 0:00	2016	T2 bolt 02	2.1
ACAD	OTTPOI	T2	0	1.91	6/26/2016 0:00	2016	T2 bolt 03	4.12
ACAD	OTTPOI	T2	0	1.41	6/26/2016 0:00	2016	T2 bolt 04	6.35
ACAD	OTTPOI	T2	0	0.87	6/26/2016 0:00	2016	T2 bolt 05	7.04
ACAD	OTTPOI	T2	0	0.57	6/26/2016 0:00	2016	T2 bolt 06	8.71
ACAD	OTTPOI	T2	0	0.54	6/26/2016 0:00	2016	T2 bolt 07	10.79
ACAD	OTTPOI	T2	0	0.31	6/26/2016 0:00	2016	T2 bolt 08	12.16
ACAD	OTTPOI	T2	0	0.24	6/26/2016 0:00	2016	T2 bolt 09	13.09
ACAD	OTTPOI	T2	0	0.19	6/26/2016 0:00	2016	T2 bolt 10	15.18
ACAD	OTTPOI	T2	0		6/26/2016 0:00	2016	T2 bolt 11	13.02
ACAD	OTTPOI	T2	0	0.13	6/26/2016 0:00	2016	T2 bolt 12	17.52
ACAD	OTTPOI	T2	0	-0.39	6/26/2016 0:00	2016	T2 bolt 13	18.76
ACAD	OTTPOI	T2	0	-0.3	6/26/2016 0:00	2016	T2 bolt 14	20.1
ACAD	OTTPOI	T2	0	-0.72	6/26/2016 0:00	2016	T2 bolt 15	21.52
ACAD	OTTPOI	T2	0	-0.8	6/26/2016 0:00	2016	T2 bolt 16	22.59
ACAD	OTTPOI	T2	0		6/26/2016 0:00	2016	T2 bolt 17	23.76
ACAD	OTTPOI	T2	0		6/26/2016 0:00	2016	T2 bolt 18	25.34
ACAD	OTTPOI	T2	0	-0.96	6/26/2016 0:00	2016	T2 bolt 19	27.36
ACAD	OTTPOI	T2	0	-1.52	6/26/2016 0:00	2016	T2 bolt 20	28.86
ACAD	OTTPOI	T2	0	-0.98	6/26/2016 0:00	2016	T2 bolt 21	29.56
ACAD	OTTPOI	T2	0	-1.31	6/26/2016 0:00	2016	T2 bolt 22	30.16
ACAD	OTTPOI	T2	0	-1.1	6/26/2016 0:00	2016	T2 bolt 23	31.66
ACAD	OTTPOI	T2	0		6/26/2016 0:00	2016	T2 bolt 24	33.17
ACAD	OTTPOI	T2	1	2.49	6/30/2016 0:00	2016	T2 bolt 01	0
ACAD	OTTPOI	T2	1	2.34	6/30/2016 0:00	2016	T2 bolt 02	2.1
ACAD	OTTPOI	T2	1	1.91	6/30/2016 0:00	2016	T2 bolt 03	4.1
ACAD	OTTPOI	T2	1	1.41	6/30/2016 0:00	2016	T2 bolt 04	6.38
ACAD	OTTPOI	T2	1	0.87	6/30/2016 0:00	2016	T2 bolt 05	7.08
ACAD	OTTPOI	T2	1	0.57	6/30/2016 0:00	2016	T2 bolt 06	8.77
ACAD	OTTPOI	T2	1	0.54	6/30/2016 0:00	2016	T2 bolt 07	10.95
ACAD	OTTPOI	T2	1	0.31	6/30/2016 0:00	2016	T2 bolt 08	12.33
ACAD	OTTPOI	T2	1	0.24	6/30/2016 0:00	2016	T2 bolt 09	13.41
ACAD	OTTPOI	T2	1	0.19	6/30/2016 0:00	2016	T2 bolt 10	15.47
ACAD	OTTPOI	T2	1		6/30/2016 0:00	2016	T2 bolt 11	16.26
ACAD	OTTPOI	T2	1	0.13	6/30/2016 0:00	2016	T2 bolt 12	17.92
ACAD	OTTPOI	T2	1	-0.39	6/30/2016 0:00	2016	T2 bolt 13	19.21
ACAD	OTTPOI	T2	1	-0.3	6/30/2016 0:00	2016	T2 bolt 14	20.58
ACAD	OTTPOI	T2	1	-0.72	6/30/2016 0:00	2016	T2 bolt 15	22.03
ACAD	OTTPOI	T2	1	-0.8	6/30/2016 0:00	2016	T2 bolt 16	23.16
ACAD	OTTPOI	T2	1		6/30/2016 0:00	2016	T2 bolt 17	24.41
ACAD	OTTPOI	T2	1		6/30/2016 0:00	2016	T2 bolt 18	26.05
ACAD	OTTPOI	T2	1	-0.96	6/30/2016 0:00	2016	T2 bolt 19	28.01
ACAD	OTTPOI	T2	1	-1.52	6/30/2016 0:00	2016	T2 bolt 20	29.43
ACAD	OTTPOI	T2	1	-0.98	6/30/2016 0:00	2016	T2 bolt 21	30.24
ACAD	OTTPOI	T2	1	-1.31	6/30/2016 0:00	2016	T2 bolt 22	30.9
ACAD	OTTPOI	T2	1	-1.1	6/30/2016 0:00	2016	T2 bolt 23	32.45
ACAD	OTTPOI	T2	1		6/30/2016 0:00	2016	T2 bolt 24	33.94
ACAD	OTTPOI	T3	0	2.67	6/23/2013 0:00	2013	T3 bolt 01	0
ACAD	OTTPOI	T3	0	2.26	6/23/2013 0:00	2013	T3 bolt 02	2.17
ACAD	OTTPOI	T3	0	1.86	6/23/2013 0:00	2013	T3 bolt 03	4.34
ACAD	OTTPOI	T3	0	1.54	6/23/2013 0:00	2013	T3 bolt 04	5.6
ACAD	OTTPOI	T3	0	1.09	6/23/2013 0:00	2013	T3 bolt 05	7.22
ACAD	OTTPOI	T3	0	-0.1	6/23/2013 0:00	2013	T3 bolt 06	
ACAD	OTTPOI	T3	0	-0.46	6/23/2013 0:00	2013	T3 bolt 07	11.36
ACAD	OTTPOI	T3	0	-0.06	6/23/2013 0:00	2013	T3 bolt 08	
ACAD	OTTPOI	T3	0	-0.15	6/23/2013 0:00	2013	T3 bolt 09	14.98
ACAD	OTTPOI	T3	0	0.28	6/23/2013 0:00	2013	T3 bolt 10	16.33
ACAD	OTTPOI	T3	0	0.21	6/23/2013 0:00	2013	T3 bolt 11	17.33
ACAD	OTTPOI	T3	0	-0.43	6/23/2013 0:00	2013	T3 bolt 12	20.93
ACAD	OTTPOI	T3	0	-0.25	6/23/2013 0:00	2013	T3 bolt 13	26.62
ACAD	OTTPOI	T3	0	-1.38	6/23/2013 0:00	2013	T3 bolt 14	28.33
ACAD	OTTPOI	T3	0	-1.5	6/23/2013 0:00	2013	T3 bolt 15	29.74
ACAD	OTTPOI	T3	0	-0.74	6/23/2013 0:00	2013	T3 bolt 16	32.79
ACAD	OTTPOI	T3	0	-1.51	6/23/2013 0:00	2013	T3 bolt 17	34.77
ACAD	OTTPOI	T3	0	-1.13	6/23/2013 0:00	2013	T3 bolt 18	36.06
